"group","video","frame","is_face","angle"
"16","XS_1639","03277","True","0"
"12","XS_1230","05921","True","0"
"8","XS_0807","01989","False","0"
"16","XS_1631","21818","True","0"
"8","XS_0814","05481","True","0"
"16","XS_1629","03352","True","0"
"16","XS_1639","17609","True","0"
"12","XS_1211","38091","False","0"
"16","XS_1635","05783","True","0"
"8","XS_0821","18892","False","0"
"16","XS_1614","17152","False","0"
"12","XS_1225","54264","True","0"
"12","XS_1216","10701","False","0"
"16","XS_1612","18660","True","0"
"16","XS_1639","24289","False","0"
"16","XS_1638","14922","False","0"
"8","XS_0822","14292","True","0"
"16","XS_1628","18109","False","0"
"16","XS_1635","09859","False","0"
"8","XS_0801","03570","True","0"
"16","XS_1634","27871","True","0"
"16","XS_1639","25397","False","0"
"16","XS_1614","15434","False","0"
"16","XS_1604","14281","True","0"
"12","XS_1216","23360","False","0"
"16","XS_1629","18661","False","0"
"8","XS_0821","21086","False","0"
"8","XS_0803","04872","False","0"
"8","XS_0805","08947","False","0"
"12","XS_1208","13546","True","0"
"8","XS_0801","08106","True","0"
"16","XS_1604","02345","False","0"
"16","XS_1622","19692","False","0"
"16","XS_1622","08698","False","0"
"16","XS_1619","16180","False","0"
"16","XS_1612","01753","True","0"
"8","XS_0815","09704","False","0"
"12","XS_1208","16704","False","0"
"16","XS_1638","20257","True","0"
"12","XS_1229","03149","False","0"
"12","XS_1211","32040","False","0"
"12","XS_1208","15872","False","0"
"12","XS_1211","30821","False","0"
"16","XS_1614","02664","False","0"
"8","XS_0826","02962","False","0"
"8","XS_0819","02368","False","0"
"8","XS_0805","09467","False","0"
"12","XS_1229","09237","False","0"
"12","XS_1224","03299","True","0"
"12","XS_1216","05930","False","0"
"12","XS_1201","01414","True","0"
"16","XS_1614","16823","True","0"
"16","XS_1628","31466","False","0"
"12","XS_1216","04697","True","0"
"12","XS_1208","10654","False","0"
"8","XS_0801","19282","False","0"
"12","XS_1230","05896","True","0"
"16","XS_1622","04053","True","0"
"8","XS_0805","13568","False","0"
"16","XS_1614","15738","False","0"
"8","XS_0814","09664","False","0"
"16","XS_1612","20162","True","0"
"12","XS_1208","11298","False","0"
"16","XS_1612","02202","False","0"
"8","XS_0814","11988","False","0"
"12","XS_1211","39708","False","0"
"8","XS_0819","19010","False","0"
"8","XS_0821","26086","False","0"
"12","XS_1218","01355","True","0"
"12","XS_1224","15396","False","0"
"12","XS_1205","13165","True","0"
"12","XS_1219","09203","False","0"
"12","XS_1201","02256","False","0"
"12","XS_1218","00075","False","0"
"16","XS_1634","10792","False","0"
"16","XS_1639","21590","False","0"
"8","XS_0801","16269","False","0"
"12","XS_1222","25209","False","0"
"8","XS_0803","10604","False","0"
"8","XS_0826","14256","False","0"
"12","XS_1225","13881","False","0"
"8","XS_0807","00263","False","0"
"16","XS_1612","01127","False","0"
"12","XS_1211","40932","False","0"
"16","XS_1635","12080","True","0"
"16","XS_1612","15783","False","0"
"8","XS_0805","17173","False","0"
"16","XS_1604","00997","True","0"
"12","XS_1225","47945","True","0"
"8","XS_0821","11791","False","0"
"8","XS_0822","04616","False","0"
"8","XS_0819","15104","False","0"
"16","XS_1638","09682","True","0"
"16","XS_1629","20768","True","0"
"8","XS_0811","02231","False","0"
"16","XS_1638","04400","True","0"
"8","XS_0807","19121","True","0"
"12","XS_1201","04945","True","0"
"16","XS_1639","21152","False","0"
"12","XS_1222","03619","False","0"
"16","XS_1604","16997","True","0"
"12","XS_1201","05063","True","0"
"16","XS_1628","22209","False","0"
"8","XS_0826","11420","False","0"
"8","XS_0801","09005","False","0"
"8","XS_0814","10280","False","0"
"8","XS_0819","17860","True","0"
"12","XS_1208","00245","False","0"
"12","XS_1222","22003","True","0"
"8","XS_0826","09590","True","0"
"8","XS_0825","21982","False","0"
"8","XS_0811","01348","False","0"
"12","XS_1222","04022","True","0"
"8","XS_0825","01127","False","0"
"12","XS_1230","06938","False","0"
"8","XS_0807","11574","False","0"
"8","XS_0826","09696","True","0"
"16","XS_1628","05329","True","0"
"8","XS_0825","25864","False","0"
"8","XS_0807","12659","False","0"
"16","XS_1631","05905","False","0"
"8","XS_0803","22474","False","0"
"12","XS_1211","17040","False","0"
"8","XS_0801","12594","False","0"
"8","XS_0821","07501","True","0"
"16","XS_1619","11416","True","0"
"8","XS_0822","01206","True","0"
"12","XS_1216","01251","True","0"
"8","XS_0815","11173","True","0"
"8","XS_0807","16138","False","0"
"12","XS_1219","02482","True","0"
"16","XS_1638","25041","False","0"
"12","XS_1216","26048","False","0"
"12","XS_1205","18240","False","0"
"12","XS_1208","06440","True","0"
"16","XS_1631","11014","False","0"
"12","XS_1229","03848","True","0"
"16","XS_1638","07716","False","0"
"8","XS_0819","14145","True","0"
"12","XS_1229","08379","True","0"
"12","XS_1205","07870","False","0"
"8","XS_0807","16807","False","0"
"16","XS_1604","08818","False","0"
"12","XS_1208","05680","False","0"
"16","XS_1628","11403","False","0"
"8","XS_0826","01598","True","0"
"12","XS_1216","05908","True","0"
"12","XS_1222","07575","False","0"
"8","XS_0819","07582","False","0"
"12","XS_1225","34995","False","0"
"16","XS_1622","17747","False","0"
"12","XS_1218","10283","False","0"
"8","XS_0825","03315","False","0"
"8","XS_0814","07750","False","0"
"12","XS_1205","45549","False","0"
"8","XS_0819","27913","False","0"
"12","XS_1225","36692","False","0"
"8","XS_0819","10834","True","0"
"12","XS_1211","06835","False","0"
"8","XS_0805","07483","False","0"
"8","XS_0814","02689","True","0"
"16","XS_1631","17566","True","0"
"12","XS_1222","08348","True","0"
"8","XS_0803","17803","False","0"
"12","XS_1229","03831","True","0"
"8","XS_0807","08926","False","0"
"16","XS_1631","14238","True","0"
"8","XS_0822","20100","False","0"
"12","XS_1205","35381","False","0"
"8","XS_0821","02008","False","0"
"12","XS_1208","02687","False","0"
"16","XS_1604","22609","True","0"
"8","XS_0807","01991","False","0"
"8","XS_0822","20068","False","0"
"8","XS_0801","06729","False","0"
"16","XS_1635","17153","True","0"
"12","XS_1218","15156","False","0"
"16","XS_1612","00204","True","0"
"16","XS_1635","06492","False","0"
"16","XS_1631","12839","False","0"
"16","XS_1635","15336","False","0"
"16","XS_1635","20670","False","0"
"16","XS_1629","15592","False","0"
"8","XS_0803","12173","False","0"
"8","XS_0815","07348","True","0"
"16","XS_1628","55085","False","0"
"16","XS_1614","00897","False","0"
"12","XS_1216","24313","False","0"
"16","XS_1622","17718","False","0"
"16","XS_1638","00055","False","0"
"12","XS_1211","58308","False","0"
"16","XS_1631","03039","True","0"
"12","XS_1218","02721","True","0"
"8","XS_0805","03032","False","0"
"12","XS_1224","06171","True","0"
"16","XS_1631","22197","True","0"
"12","XS_1216","27262","True","0"
"8","XS_0807","02290","False","0"
"12","XS_1216","03311","False","0"
"16","XS_1628","06681","False","0"
"8","XS_0825","08878","True","0"
"16","XS_1622","18019","True","0"
"12","XS_1218","02310","False","0"
"16","XS_1635","10898","False","0"
"12","XS_1229","01753","False","0"
"8","XS_0826","11391","False","0"
"8","XS_0815","05082","True","0"
"8","XS_0811","07262","True","0"
"12","XS_1201","03068","False","0"
"16","XS_1629","14702","False","0"
"8","XS_0819","20303","False","0"
"16","XS_1635","16405","True","0"
"8","XS_0801","03352","True","0"
"12","XS_1222","02182","False","0"
"16","XS_1614","11876","True","0"
"16","XS_1619","08474","False","0"
"8","XS_0815","01780","False","0"
"16","XS_1619","00613","True","0"
"8","XS_0811","02742","False","0"
"8","XS_0811","07045","True","0"
"12","XS_1224","15986","False","0"
"8","XS_0825","03616","False","0"
"16","XS_1604","21329","True","0"
"12","XS_1225","24708","False","0"
"8","XS_0821","22015","False","0"
"16","XS_1634","03054","True","0"
"16","XS_1639","10213","True","0"
"16","XS_1604","24637","False","0"
"8","XS_0814","02661","True","0"
"12","XS_1229","08665","False","0"
"8","XS_0821","20452","True","0"
"16","XS_1631","22141","True","0"
"8","XS_0807","16184","True","0"
"16","XS_1614","23981","True","0"
"8","XS_0822","00356","True","0"
"8","XS_0803","07978","True","0"
"12","XS_1205","11423","True","0"
"16","XS_1634","06970","False","0"
"12","XS_1229","09225","False","0"
"8","XS_0803","12423","False","0"
"8","XS_0803","03075","False","0"
"12","XS_1208","02700","True","0"
"12","XS_1225","08607","False","0"
"16","XS_1622","06511","False","0"
"8","XS_0815","20382","False","0"
"16","XS_1622","14710","False","0"
"12","XS_1230","04351","True","0"
"12","XS_1219","06270","True","0"
"16","XS_1614","20509","True","0"
"8","XS_0826","07171","False","0"
"12","XS_1211","53054","False","0"
"8","XS_0805","18368","False","0"
"16","XS_1639","24045","False","0"
"8","XS_0811","09769","True","0"
"8","XS_0821","08052","False","0"
"16","XS_1634","11559","False","0"
"16","XS_1628","43567","False","0"
"12","XS_1224","10100","False","0"
"12","XS_1205","12135","True","0"
"12","XS_1201","07620","False","0"
"12","XS_1229","06958","False","0"
"8","XS_0814","13550","False","0"
"8","XS_0822","15584","False","0"
"8","XS_0819","15277","False","0"
"8","XS_0826","08801","True","0"
"8","XS_0815","02820","True","0"
"8","XS_0821","23749","False","0"
"12","XS_1230","04204","True","0"
"16","XS_1635","18745","False","0"
"8","XS_0826","01519","True","0"
"8","XS_0805","12877","False","0"
"16","XS_1638","25458","False","0"
"12","XS_1208","14427","False","0"
"16","XS_1614","03227","True","0"
"16","XS_1634","03982","False","0"
"12","XS_1218","17449","False","0"
"16","XS_1619","17886","True","0"
"12","XS_1230","04611","False","0"
"12","XS_1208","12326","False","0"
"16","XS_1635","06972","True","0"
"12","XS_1201","01432","True","0"
"16","XS_1631","14155","False","0"
"16","XS_1619","01148","False","0"
"16","XS_1622","24402","False","0"
"8","XS_0815","05071","True","0"
"16","XS_1619","02262","False","0"
"16","XS_1631","03069","True","0"
"12","XS_1205","12365","True","0"
"8","XS_0811","07098","True","0"
"16","XS_1622","01763","False","0"
"16","XS_1628","47830","False","0"
"8","XS_0811","10019","False","0"
"12","XS_1218","03844","False","0"
"8","XS_0815","02793","True","0"
"16","XS_1629","05254","False","0"
"16","XS_1638","22477","True","0"
"8","XS_0803","10923","False","0"
"16","XS_1639","03344","True","0"
"12","XS_1224","05510","False","0"
"8","XS_0811","07071","True","0"
"16","XS_1631","03393","False","0"
"12","XS_1205","65387","False","0"
"12","XS_1201","04934","True","0"
"8","XS_0803","09804","False","0"
"12","XS_1229","03824","True","0"
"8","XS_0822","04848","False","0"
"8","XS_0803","08390","True","0"
"8","XS_0815","22203","True","0"
"16","XS_1619","10987","False","0"
"12","XS_1219","27054","True","0"
"8","XS_0819","20653","True","0"
"8","XS_0825","02112","False","0"
"16","XS_1622","07899","False","0"
"8","XS_0803","13444","False","0"
"8","XS_0825","11844","False","0"
"8","XS_0825","11027","False","0"
"8","XS_0805","02802","False","0"
"12","XS_1230","04109","False","0"
"12","XS_1222","12127","False","0"
"8","XS_0811","03688","False","0"
"12","XS_1219","12556","False","0"
"8","XS_0822","13453","False","0"
"12","XS_1224","07822","False","0"
"16","XS_1604","14175","True","0"
"8","XS_0815","07298","True","0"
"12","XS_1230","04249","True","0"
"12","XS_1216","02611","False","0"
"16","XS_1614","08049","False","0"
"16","XS_1622","17765","True","0"
"12","XS_1229","03762","True","0"
"16","XS_1604","21124","False","0"
"12","XS_1230","01708","True","0"
"8","XS_0821","02068","False","0"
"12","XS_1201","03697","False","0"
"12","XS_1201","03518","True","0"
"8","XS_0801","13492","False","0"
"8","XS_0801","03055","False","0"
"12","XS_1211","20966","False","0"
"8","XS_0822","01741","True","0"
"8","XS_0815","24340","True","0"
"12","XS_1230","02342","True","0"
"12","XS_1216","27202","True","0"
"12","XS_1211","32436","False","0"
"8","XS_0826","10558","False","0"
"16","XS_1634","24080","True","0"
"16","XS_1629","03208","True","0"
"8","XS_0814","02279","True","0"
"12","XS_1224","15359","False","0"
"8","XS_0803","07140","False","0"
"12","XS_1205","18900","False","0"
"8","XS_0811","02001","False","0"
"12","XS_1219","09989","False","0"
"16","XS_1614","24647","False","0"
"8","XS_0805","12365","False","0"
"8","XS_0811","08773","False","0"
"12","XS_1225","28115","False","0"
"16","XS_1622","06098","False","0"
"16","XS_1629","19586","True","0"
"16","XS_1638","08515","False","0"
"8","XS_0805","04670","False","0"
"16","XS_1612","08153","False","0"
"16","XS_1639","16079","False","0"
"16","XS_1629","03670","True","0"
"16","XS_1629","15399","True","0"
"12","XS_1218","18326","False","0"
"16","XS_1635","17288","True","0"
"12","XS_1229","00886","False","0"
"12","XS_1205","48781","False","0"
"16","XS_1612","12897","False","0"
"8","XS_0801","07219","False","0"
"16","XS_1638","12052","True","0"
"12","XS_1224","17098","True","0"
"12","XS_1219","05785","False","0"
"8","XS_0814","02634","True","0"
"16","XS_1638","10511","False","0"
"12","XS_1219","01063","True","0"
"12","XS_1224","03875","False","0"
"16","XS_1635","11097","False","0"
"12","XS_1205","24969","False","0"
"8","XS_0814","02725","False","0"
"12","XS_1230","01741","True","0"
"16","XS_1619","18391","True","0"
"12","XS_1222","25765","False","0"
"16","XS_1629","01922","True","0"
"12","XS_1222","12753","False","0"
"16","XS_1619","13372","False","0"
"16","XS_1628","08841","False","0"
"8","XS_0821","21955","True","0"
"8","XS_0803","15015","False","0"
"8","XS_0822","01045","True","0"
"16","XS_1604","13380","False","0"
"12","XS_1224","04114","False","0"
"16","XS_1631","15260","False","0"
"16","XS_1639","11205","True","0"
"16","XS_1634","01102","True","0"
"12","XS_1218","20432","False","0"
"8","XS_0801","07428","False","0"
"16","XS_1639","16411","True","0"
"12","XS_1225","09886","False","0"
"12","XS_1211","61022","False","0"
"8","XS_0815","08249","False","0"
"8","XS_0825","22685","False","0"
"8","XS_0801","00714","False","0"
"12","XS_1216","16789","False","0"
"8","XS_0814","02125","True","0"
"12","XS_1229","01881","False","0"
"16","XS_1634","23252","False","0"
"8","XS_0807","16150","False","0"
"8","XS_0819","01908","False","0"
"8","XS_0826","12161","False","0"
"16","XS_1628","51411","False","0"
"12","XS_1211","21005","False","0"
"12","XS_1216","07756","True","0"
"12","XS_1219","24356","False","0"
"12","XS_1219","24359","False","0"
"8","XS_0826","02210","True","0"
"8","XS_0825","19362","True","0"
"12","XS_1230","05662","True","0"
"16","XS_1604","00540","True","0"
"8","XS_0821","09852","False","0"
"16","XS_1628","49811","True","0"
"12","XS_1218","13609","False","0"
"16","XS_1638","22443","True","0"
"12","XS_1225","33218","False","0"
"12","XS_1205","11978","True","0"
"16","XS_1619","00632","True","0"
"16","XS_1612","23190","True","0"
"8","XS_0801","01743","False","0"
"8","XS_0825","09416","False","0"
"16","XS_1614","27237","False","0"
"16","XS_1629","20391","True","0"
"12","XS_1224","04274","False","0"
"16","XS_1604","25820","True","0"
"12","XS_1224","08999","True","0"
"16","XS_1629","18666","False","0"
"16","XS_1639","11151","False","0"
"12","XS_1222","00330","False","0"
"12","XS_1201","04929","True","0"
"12","XS_1211","61093","False","0"
"16","XS_1604","25782","False","0"
"12","XS_1201","06172","False","0"
"16","XS_1612","07258","False","0"
"12","XS_1222","02020","True","0"
"8","XS_0807","09847","False","0"
"16","XS_1614","05670","True","0"
"16","XS_1619","17840","False","0"
"12","XS_1222","08489","False","0"
"12","XS_1218","17384","False","0"
"16","XS_1634","03316","True","0"
"12","XS_1229","04212","True","0"
"16","XS_1619","23141","False","0"
"12","XS_1224","05405","False","0"
"8","XS_0805","15450","False","0"
"8","XS_0814","02161","True","0"
"12","XS_1201","02075","False","0"
"12","XS_1218","11003","False","0"
"16","XS_1619","00448","True","0"
"8","XS_0822","19484","False","0"
"8","XS_0811","12140","False","0"
"8","XS_0815","09223","True","0"
"16","XS_1612","13599","True","0"
"16","XS_1631","15221","False","0"
"8","XS_0819","27493","False","0"
"16","XS_1628","28287","True","0"
"12","XS_1205","40546","True","0"
"8","XS_0826","05432","False","0"
"12","XS_1219","10362","True","0"
"12","XS_1225","18979","True","0"
"12","XS_1225","51003","False","0"
"8","XS_0825","26712","False","0"
"8","XS_0814","02367","True","0"
"16","XS_1634","27491","False","0"
"12","XS_1219","16306","False","0"
"16","XS_1612","09048","True","0"
"8","XS_0807","12648","False","0"
"8","XS_0822","09060","True","0"
"12","XS_1218","20072","True","0"
"16","XS_1629","11121","False","0"
"8","XS_0805","01394","False","0"
"16","XS_1634","07531","False","0"
"16","XS_1622","04153","False","0"
"16","XS_1628","35473","True","0"
"12","XS_1219","10878","False","0"
"16","XS_1634","03026","True","0"
"8","XS_0821","04722","False","0"
"16","XS_1639","18175","False","0"
"12","XS_1201","07030","False","0"
"16","XS_1638","03287","True","0"
"8","XS_0822","19023","True","0"
"12","XS_1225","09365","True","0"
"12","XS_1225","09366","True","0"
"12","XS_1222","25834","False","0"
"16","XS_1612","00879","False","0"
"16","XS_1634","04038","False","0"
"8","XS_0805","03877","False","0"
"12","XS_1208","02790","False","0"
"8","XS_0811","08161","True","0"
"8","XS_0825","26731","False","0"
"12","XS_1208","00373","True","0"
"8","XS_0819","13046","False","0"
"12","XS_1230","05657","True","0"
"12","XS_1230","05654","True","0"
"12","XS_1219","09199","False","0"
"16","XS_1635","13290","False","0"
